BoroCode,BoroName,CountyFIPS,NTA2020,NTAName,NTAAbbrev,NTAType,CDTA2020,CDTAName,Shape_Leng,Shape_Area
3,Brooklyn,47,BK1091,Dyker Beach Park,DykrBchPk,9,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),14627.50176,9989377.553
3,Brooklyn,47,BK1101,Bensonhurst,Bnsnhrst,0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),33669.62069,48634931.31
3,Brooklyn,47,BK1102,Bath Beach,BthBch,0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),22422.37068,20556460.49
3,Brooklyn,47,BK1103,Gravesend (West),Grvsnd_W,0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),32821.06339,33835199.94
3,Brooklyn,47,BK1201,Sunset Park (East)-Borough Park (West),SnstPk_E,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),15982.47958,11749149.08
3,Brooklyn,47,BK1202,Borough Park,BoroPk,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),28481.07882,40481286.17
3,Brooklyn,47,BK1203,Kensington,Knsngtn,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),20316.73449,17471228.57
3,Brooklyn,47,BK1204,Mapleton-Midwood (West),Mpltn,0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),27783.87684,31356436.52
3,Brooklyn,47,BK1301,Gravesend (South),Grvsnd_S,0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),36857.78997,25835766.2
3,Brooklyn,47,BK1302,Coney Island-Sea Gate,CnyIsl,0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),49219.95953,47504618.87
3,Brooklyn,47,BK1303,Brighton Beach,BrghtnBch,0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),16805.89634,13564293.52
3,Brooklyn,47,BK1391,Calvert Vaux Park,ClvrtVxPk,9,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),11280.73906,4222370.925
3,Brooklyn,47,BK1401,Flatbush,Fltbsh,0,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),33235.6145,24024170.91
3,Brooklyn,47,BK1402,Flatbush (West)-Ditmas Park-Parkville,Fltbsh_W,0,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),31252.16449,22904661.3
3,Brooklyn,47,BK1403,Midwood,Mdwd,0,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),25033.2774,32217737.4
3,Brooklyn,47,BK1501,Gravesend (East)-Homecrest,Grvsnd_E,0,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),31840.7728,34880660.58
3,Brooklyn,47,BK1502,Madison,Mdsn,0,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),26237.25773,27379162.42
3,Brooklyn,47,BK1601,Ocean Hill,OcnHl,0,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),22493.61396,20090098.33
3,Brooklyn,47,BK1602,Brownsville,Brwnsvl,0,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),25719.29031,30785525.83
3,Brooklyn,47,BK1701,East Flatbush-Erasmus,EFb_Ersms,0,BK17,BK17 East Flatbush (CD 17 Approximation),21908.38848,19770955.74
3,Brooklyn,47,BK1702,East Flatbush-Farragut,EFb_Frrgt,0,BK17,BK17 East Flatbush (CD 17 Approximation),23276.20902,24121898.87
3,Brooklyn,47,BK1703,East Flatbush-Rugby,EFb_Rgby,0,BK17,BK17 East Flatbush (CD 17 Approximation),31993.77399,27207364.92
3,Brooklyn,47,BK1704,East Flatbush-Remsen Village,EFb_RmsnVl,0,BK17,BK17 East Flatbush (CD 17 Approximation),22055.82625,18387427.97
3,Brooklyn,47,BK1771,Holy Cross Cemetery,HlyCrssCem,7,BK17,BK17 East Flatbush (CD 17 Approximation),9226.100715,4276575.274
3,Brooklyn,47,BK1801,Flatlands,Fltlnds,0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),40597.27815,54337180.5
3,Brooklyn,47,BK1802,Marine Park-Mill Basin-Bergen Beach,MrnPk_MBsn,0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),76296.37906,58872206.58
3,Brooklyn,47,BK1803,Canarsie,Cnrsie,0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),42345.5533,70537629.87
3,Brooklyn,47,BK1893,Canarsie Park & Pier,CnrsiePk,9,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),24203.99315,11552049.35
3,Brooklyn,47,BK5591,Prospect Park,PrspctPk,9,BK55,BK55 Prospect Park (JIA 55 Approximation),24199.06868,27324219.29
3,Brooklyn,47,BK5693,Shirley Chisholm State Park,ShChshlmPk,9,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),26521.91774,18284900.86
2,Bronx,5,BX0101,Mott Haven-Port Morris,MttHvn,0,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),29217.82237,40974661.81
2,Bronx,5,BX0102,Melrose,Mlrs,0,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),19589.19576,17271764.08
2,Bronx,5,BX0201,Hunts Point,HntsPt,0,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),37430.31581,45038851.23
2,Bronx,5,BX0202,Longwood,Lngwd,0,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),21721.75548,15385148.5
2,Bronx,5,BX0291,North & South Brother Islands,BrthrIsls,9,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),6884.551159,930649.173
2,Bronx,5,BX0301,Morrisania,Mrrsnia,0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),21889.21472,13811173.77
2,Bronx,5,BX0302,Claremont Village-Claremont (East),ClrmntVlg,0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),16428.11033,9996877.405
2,Bronx,5,BX0303,Crotona Park East,CrtnaPkEst,0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),20755.63805,15978392.19
2,Bronx,5,BX0391,Crotona Park,CrtnaPk,9,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),11725.24612,6339739.019
2,Bronx,5,BX0401,Concourse-Concourse Village,Cncrs,0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),29455.08371,26502799.83
2,Bronx,5,BX0402,Highbridge,Hghbrdg,0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),15718.87674,13050500.44
2,Bronx,5,BX0403,Mount Eden-Claremont (West),MtEdn,0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),21548.53894,13607266.09
2,Bronx,5,BX0491,Yankee Stadium-Macombs Dam Park,YnkStdm,9,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),9673.853546,2808903.027
2,Bronx,5,BX0492,Claremont Park,ClrmntPk,9,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),6258.490085,1863712.121
2,Bronx,5,BX0501,University Heights (South)-Morris Heights,UnvrsHts_S,0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),21833.81903,19642543
2,Bronx,5,BX0502,Mount Hope,MtHp,0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),16278.24324,12684327.47
2,Bronx,5,BX0503,Fordham Heights,FrdhmHts,0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),12917.28009,7379039.861
2,Bronx,5,BX0601,West Farms,WstFrms,0,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),21994.11013,11701999.68
2,Bronx,5,BX0602,Tremont,Trmnt,0,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),18324.11463,15826653.8
2,Bronx,5,BX0603,Belmont,Blmnt,0,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),19746.6529,16393957.47
2,Bronx,5,BX0701,University Heights (North)-Fordham,UnvrsHts_N,0,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),27360.61979,18313195.09
2,Bronx,5,BX0702,Bedford Park,BdfrdPk,0,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),20847.60558,24553606.65
2,Bronx,5,BX0703,Norwood,Nrwd,0,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),22139.0117,15721133.91
2,Bronx,5,BX0801,Kingsbridge Heights-Van Cortlandt Village,KngbrdgHts,0,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),20466.76239,10969438.27
2,Bronx,5,BX0802,Kingsbridge-Marble Hill,Kngbrdg,0,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),19810.96441,12312473.9
2,Bronx,5,BX0803,Riverdale-Spuyten Duyvil,Rvrdl,0,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),37646.58853,62983243.63
2,Bronx,5,BX0901,Soundview-Bruckner-Bronx River,Sdvw_BxRvr,0,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),26836.61981,32208011.08
2,Bronx,5,BX0902,Soundview-Clason Point,Sdvw_ClsPt,0,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),40474.17371,30319584.71
2,Bronx,5,BX0903,Castle Hill-Unionport,CstlHl,0,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),39756.71725,32897687.29
2,Bronx,5,BX0904,Parkchester,Pkchstr,0,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),12411.82117,9184335.193
2,Bronx,5,BX0991,Soundview Park,SdvwPk,9,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),18348.87242,7798457.745
2,Bronx,5,BX1001,Westchester Square,WstchstrSq,0,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),23750.99063,15373585.38
